	RH, %	T, °C	pw, psi
2/24/2016 7:12:59 PM 	50.50	25.28	0.236
2/24/2016 7:13:04 PM 	50.47	25.28	0.236
2/24/2016 7:13:09 PM 	50.45	25.28	0.236
2/24/2016 7:13:14 PM 	50.43	25.28	0.236
2/24/2016 7:13:19 PM 	50.42	25.28	0.236
2/24/2016 7:13:24 PM 	50.42	25.28	0.236
2/24/2016 7:13:29 PM 	50.41	25.28	0.236
2/24/2016 7:13:34 PM 	50.40	25.28	0.235
2/24/2016 7:13:39 PM 	50.38	25.28	0.235
2/24/2016 7:13:44 PM 	50.37	25.27	0.235
2/24/2016 7:13:49 PM 	50.37	25.27	0.235
2/24/2016 7:13:54 PM 	50.38	25.27	0.235
2/24/2016 7:13:59 PM 	50.38	25.27	0.235
2/24/2016 7:14:04 PM 	50.39	25.27	0.235
2/24/2016 7:14:09 PM 	50.40	25.28	0.235
2/24/2016 7:14:14 PM 	50.47	25.27	0.236
2/24/2016 7:14:19 PM 	50.41	25.27	0.235
2/24/2016 7:14:24 PM 	50.26	25.27	0.235
2/24/2016 7:14:29 PM 	50.18	25.27	0.234
2/24/2016 7:14:34 PM 	50.14	25.27	0.234
2/24/2016 7:14:39 PM 	50.10	25.27	0.234
2/24/2016 7:14:44 PM 	50.08	25.27	0.234
2/24/2016 7:14:49 PM 	50.07	25.27	0.234
2/24/2016 7:14:54 PM 	50.07	25.27	0.234
2/24/2016 7:14:59 PM 	50.08	25.27	0.234
2/24/2016 7:15:04 PM 	50.09	25.27	0.234
2/24/2016 7:15:09 PM 	50.10	25.27	0.234
2/24/2016 7:15:14 PM 	50.11	25.28	0.234
2/24/2016 7:15:19 PM 	50.13	25.28	0.234
2/24/2016 7:15:24 PM 	50.13	25.27	0.234
2/24/2016 7:15:29 PM 	50.14	25.27	0.234
2/24/2016 7:15:34 PM 	50.16	25.28	0.234
2/24/2016 7:15:39 PM 	50.16	25.27	0.234
2/24/2016 7:15:44 PM 	50.16	25.27	0.234
2/24/2016 7:15:49 PM 	50.17	25.28	0.234
2/24/2016 7:15:54 PM 	50.17	25.28	0.234
2/24/2016 7:15:59 PM 	50.18	25.28	0.234
2/24/2016 7:16:04 PM 	50.19	25.28	0.234
2/24/2016 7:16:09 PM 	50.19	25.28	0.235
2/24/2016 7:16:14 PM 	50.19	25.28	0.235
2/24/2016 7:16:19 PM 	50.19	25.28	0.235
2/24/2016 7:16:24 PM 	50.19	25.28	0.235
2/24/2016 7:16:29 PM 	50.20	25.28	0.235
2/24/2016 7:16:34 PM 	50.20	25.28	0.235
2/24/2016 7:16:39 PM 	50.21	25.28	0.235
2/24/2016 7:16:44 PM 	50.22	25.28	0.235
2/24/2016 7:16:49 PM 	50.22	25.28	0.235
2/24/2016 7:16:54 PM 	50.22	25.28	0.235
2/24/2016 7:16:59 PM 	50.23	25.28	0.235
2/24/2016 7:17:04 PM 	50.24	25.28	0.235
2/24/2016 7:17:09 PM 	50.25	25.28	0.235
2/24/2016 7:17:14 PM 	50.27	25.28	0.235
2/24/2016 7:17:19 PM 	50.29	25.28	0.235
